serial_number,model,duration,event_observed,smart_5_raw,smart_9_raw,smart_187_raw,smart_188_raw,smart_194_raw,smart_197_raw,smart_198_raw
ZL2K9W32,ST16000NM001G,90,0,0.0,25097.0,0.0,0.0,37.0,0.0,0.0
ZL2K9W3R,ST16000NM001G,90,0,0.0,25089.0,0.0,0.0,29.0,0.0,0.0
ZL2K9W3Z,ST16000NM001G,90,0,0.0,26115.0,0.0,0.0,49.0,0.0,0.0
ZL2K9W41,ST16000NM001G,90,0,0.0,30767.0,0.0,0.0,37.0,0.0,0.0
ZL2K9W49,ST16000NM001G,90,0,0.0,25093.0,0.0,0.0,30.0,0.0,0.0
ZL2K9W4B,ST16000NM001G,90,0,0.0,30762.0,0.0,0.0,31.0,0.0,0.0
ZL2K9W4D,ST16000NM001G,90,0,0.0,30773.0,0.0,0.0,37.0,0.0,0.0
ZL2K9W57,ST16000NM001G,90,0,0.0,26114.0,0.0,0.0,31.0,0.0,0.0
ZL2K9W5A,ST16000NM001G,90,0,0.0,26118.0,0.0,0.0,29.0,0.0,0.0
ZL2K9W6H,ST16000NM001G,90,0,0.0,26124.0,0.0,0.0,31.0,0.0,0.0
ZL2K9W6K,ST16000NM001G,90,0,0.0,30770.0,0.0,0.0,41.0,0.0,0.0
ZL2K9W6R,ST16000NM001G,90,0,0.0,30765.0,0.0,0.0,42.0,0.0,0.0
ZL2K9W6T,ST16000NM001G,90,0,0.0,26113.0,0.0,0.0,33.0,0.0,0.0
ZL2K9W70,ST16000NM001G,90,0,0.0,30770.0,0.0,0.0,41.0,0.0,0.0
ZL2K9W7B,ST16000NM001G,90,0,0.0,25103.0,0.0,0.0,30.0,0.0,0.0
ZL2K9W7C,ST16000NM001G,90,0,0.0,25100.0,0.0,0.0,39.0,0.0,0.0
ZL2K9W80,ST16000NM001G,90,0,0.0,30769.0,0.0,0.0,44.0,0.0,0.0
ZL2K9W83,ST16000NM001G,90,0,0.0,30770.0,0.0,0.0,39.0,0.0,0.0
ZL2K9WZ8,ST16000NM001G,90,0,0.0,25099.0,0.0,0.0,37.0,0.0,0.0
ZL2K9X03,ST16000NM001G,90,0,0.0,25109.0,0.0,0.0,37.0,0.0,0.0
ZL2K9X53,ST16000NM001G,90,0,0.0,26112.0,0.0,0.0,30.0,0.0,0.0
ZL2K9XGZ,ST16000NM001G,90,0,0.0,30770.0,0.0,0.0,41.0,0.0,0.0
ZL2K9XLT,ST16000NM001G,90,0,0.0,30774.0,0.0,0.0,30.0,0.0,0.0
ZL2K9XMN,ST16000NM001G,90,0,0.0,30764.0,0.0,0.0,33.0,0.0,0.0
ZL2K9XNC,ST16000NM001G,90,0,0.0,25098.0,0.0,0.0,47.0,0.0,0.0
ZL2K9XNT,ST16000NM001G,90,0,0.0,26116.0,0.0,0.0,41.0,0.0,0.0
ZL2K9XP5,ST16000NM001G,90,0,0.0,30772.0,0.0,0.0,32.0,0.0,0.0
ZL2K9XV2,ST16000NM001G,90,0,0.0,25094.0,0.0,0.0,42.0,0.0,0.0
ZL2K9XV6,ST16000NM001G,90,0,0.0,25109.0,0.0,0.0,36.0,0.0,0.0
ZL2K9XVD,ST16000NM001G,90,0,0.0,25102.0,0.0,0.0,36.0,0.0,0.0
ZL2K9XXG,ST16000NM001G,90,0,0.0,26106.0,0.0,0.0,50.0,0.0,0.0
ZL2K9XYH,ST16000NM001G,90,0,0.0,25100.0,0.0,0.0,45.0,0.0,0.0
ZL2K9XZ6,ST16000NM001G,90,0,0.0,33020.0,0.0,0.0,35.0,0.0,0.0
ZL2K9Y1X,ST16000NM001G,90,0,0.0,25100.0,0.0,0.0,41.0,0.0,0.0
ZL2K9Y27,ST16000NM001G,90,0,0.0,30769.0,0.0,0.0,30.0,0.0,0.0
ZL2K9Y38,ST16000NM001G,90,0,0.0,25096.0,0.0,0.0,43.0,0.0,0.0
ZL2K9Y3H,ST16000NM001G,90,0,0.0,25104.0,0.0,0.0,49.0,0.0,0.0
ZL2K9Y3L,ST16000NM001G,90,0,0.0,34614.0,0.0,0.0,37.0,0.0,0.0
ZL2K9Y5A,ST16000NM001G,90,0,0.0,25097.0,0.0,0.0,38.0,0.0,0.0
ZL2K9Y5D,ST16000NM001G,90,0,0.0,30768.0,0.0,0.0,38.0,0.0,0.0
ZL2K9Y72,ST16000NM001G,90,0,0.0,25103.0,0.0,0.0,47.0,0.0,0.0
ZL2K9Y7R,ST16000NM001G,90,0,0.0,25103.0,0.0,0.0,30.0,0.0,0.0
ZL2K9Y7S,ST16000NM001G,90,0,0.0,25096.0,0.0,0.0,38.0,0.0,0.0
ZL2K9Y81,ST16000NM001G,90,0,0.0,26111.0,0.0,0.0,39.0,0.0,0.0
ZL2K9Y8G,ST16000NM001G,90,0,0.0,30776.0,0.0,0.0,37.0,0.0,0.0
ZL2K9Y93,ST16000NM001G,90,0,0.0,26122.0,0.0,0.0,48.0,0.0,0.0
ZL2K9Y97,ST16000NM001G,90,0,0.0,29155.0,0.0,0.0,28.0,0.0,0.0
ZL2K9Y9P,ST16000NM001G,90,0,0.0,25105.0,0.0,0.0,49.0,0.0,0.0
ZL2K9YBZ,ST16000NM001G,90,0,0.0,25098.0,0.0,0.0,36.0,0.0,0.0
ZL2K9YD1,ST16000NM001G,90,0,0.0,30768.0,0.0,0.0,33.0,0.0,0.0
ZL2K9YDV,ST16000NM001G,90,0,0.0,30772.0,0.0,0.0,30.0,0.0,0.0
ZL2K9YF0,ST16000NM001G,90,0,0.0,25111.0,0.0,0.0,41.0,0.0,0.0
ZL2K9YFD,ST16000NM001G,90,0,0.0,26120.0,0.0,0.0,38.0,0.0,0.0
ZL2K9YGW,ST16000NM001G,90,0,0.0,26107.0,0.0,0.0,49.0,0.0,0.0
ZL2K9YKT,ST16000NM001G,90,0,0.0,30762.0,0.0,0.0,36.0,0.0,0.0
ZL2K9YN9,ST16000NM001G,90,0,0.0,30767.0,0.0,0.0,44.0,0.0,0.0
ZL2K9YNR,ST16000NM001G,90,0,0.0,25101.0,0.0,0.0,30.0,0.0,0.0
ZL2K9YQZ,ST16000NM001G,90,0,0.0,26117.0,0.0,0.0,40.0,0.0,0.0
ZL2K9YRV,ST16000NM001G,90,0,0.0,30767.0,0.0,0.0,37.0,0.0,0.0
ZL2K9YS9,ST16000NM001G,90,0,0.0,25104.0,0.0,0.0,36.0,0.0,0.0
ZL2K9YSK,ST16000NM001G,90,0,0.0,25092.0,0.0,0.0,37.0,0.0,0.0
ZL2K9YTN,ST16000NM001G,90,0,0.0,25089.0,0.0,0.0,29.0,0.0,0.0
ZL2K9Z4S,ST16000NM001G,90,0,0.0,25100.0,0.0,0.0,42.0,0.0,0.0
ZL2K9ZD6,ST16000NM001G,90,0,0.0,30777.0,0.0,0.0,37.0,0.0,0.0
ZL2K9ZEC,ST16000NM001G,90,0,0.0,25102.0,0.0,0.0,30.0,0.0,0.0
ZL2K9ZFC,ST16000NM001G,90,0,0.0,26111.0,0.0,0.0,30.0,0.0,0.0
ZL2K9ZSD,ST16000NM001G,90,0,0.0,30772.0,0.0,0.0,37.0,0.0,0.0
ZL2K9ZTC,ST16000NM001G,90,0,0.0,26113.0,0.0,0.0,30.0,0.0,0.0
ZL2K9ZXF,ST16000NM001G,90,0,0.0,25111.0,0.0,0.0,35.0,0.0,0.0
ZL2K9ZYA,ST16000NM001G,90,0,0.0,25090.0,0.0,0.0,50.0,0.0,0.0
ZL2K9ZZL,ST16000NM001G,90,0,0.0,25101.0,0.0,0.0,46.0,0.0,0.0
ZL2KA00B,ST16000NM001G,90,0,0.0,30766.0,8.0,0.0,46.0,0.0,0.0
ZL2KA011,ST16000NM001G,90,0,0.0,25092.0,0.0,0.0,37.0,0.0,0.0
ZL2KA05Q,ST16000NM001G,90,0,0.0,25102.0,0.0,0.0,36.0,0.0,0.0
ZL2KA05Z,ST16000NM001G,90,0,0.0,30957.0,0.0,0.0,35.0,0.0,0.0
ZL2KA06C,ST16000NM001G,90,0,0.0,25350.0,0.0,0.0,36.0,0.0,0.0
ZL2KA09M,ST16000NM001G,90,0,0.0,30775.0,0.0,0.0,41.0,0.0,0.0
ZL2KA0EE,ST16000NM001G,90,0,0.0,25095.0,0.0,0.0,36.0,0.0,0.0
ZL2KA0FV,ST16000NM001G,90,0,0.0,26117.0,0.0,0.0,41.0,0.0,0.0
ZL2KA0FZ,ST16000NM001G,90,0,0.0,25091.0,0.0,0.0,37.0,0.0,0.0
ZL2KA0JA,ST16000NM001G,90,0,0.0,25099.0,0.0,0.0,37.0,0.0,0.0
ZL2KA0KA,ST16000NM001G,90,0,0.0,30767.0,0.0,0.0,40.0,0.0,0.0
ZL2KA0L2,ST16000NM001G,90,0,0.0,25095.0,0.0,0.0,37.0,0.0,0.0
ZL2KA0Q8,ST16000NM001G,90,0,0.0,25095.0,0.0,0.0,38.0,24.0,24.0
ZL2KA0RV,ST16000NM001G,90,0,0.0,30762.0,0.0,0.0,34.0,0.0,0.0
ZL2KA0TX,ST16000NM001G,90,0,0.0,33659.0,0.0,0.0,29.0,0.0,0.0
ZL2KA0XF,ST16000NM001G,90,0,0.0,25106.0,0.0,0.0,32.0,0.0,0.0
ZL2KA105,ST16000NM001G,90,0,0.0,26109.0,0.0,0.0,30.0,0.0,0.0
ZL2KA12Q,ST16000NM001G,90,0,0.0,25102.0,0.0,0.0,44.0,0.0,0.0
ZL2KA134,ST16000NM001G,90,0,0.0,25104.0,0.0,0.0,38.0,0.0,0.0
ZL2KA19S,ST16000NM001G,90,0,0.0,25097.0,0.0,0.0,34.0,0.0,0.0
ZL2KA1B4,ST16000NM001G,90,0,0.0,26112.0,0.0,0.0,44.0,0.0,0.0
ZL2KA1VW,ST16000NM001G,90,0,0.0,25102.0,0.0,0.0,29.0,0.0,0.0
ZL2KA200,ST16000NM001G,90,0,0.0,26123.0,0.0,0.0,34.0,0.0,0.0
ZL2KA26Z,ST16000NM001G,90,0,0.0,26113.0,0.0,0.0,37.0,0.0,0.0
ZL2KA272,ST16000NM001G,90,0,0.0,25106.0,0.0,0.0,29.0,0.0,0.0
ZL2KA27C,ST16000NM001G,90,0,0.0,25099.0,0.0,0.0,36.0,0.0,0.0
ZL2KA27D,ST16000NM001G,90,0,0.0,30771.0,0.0,0.0,37.0,0.0,0.0
ZL2KA28G,ST16000NM001G,90,0,0.0,25112.0,0.0,0.0,40.0,0.0,0.0
ZL2KA37S,ST16000NM001G,90,0,0.0,25101.0,0.0,0.0,42.0,0.0,0.0
ZL2KA3L9,ST16000NM001G,90,0,0.0,25098.0,0.0,0.0,47.0,0.0,0.0
ZL2KA3LC,ST16000NM001G,90,0,0.0,25102.0,0.0,0.0,31.0,0.0,0.0
ZL2KA3LZ,ST16000NM001G,90,0,0.0,25101.0,0.0,0.0,43.0,0.0,0.0
ZL2KA3M5,ST16000NM001G,90,0,0.0,26120.0,0.0,0.0,44.0,0.0,0.0
ZL2KA3M6,ST16000NM001G,90,0,0.0,30765.0,0.0,0.0,43.0,0.0,0.0
ZL2KA3PB,ST16000NM001G,90,0,0.0,25105.0,0.0,0.0,44.0,0.0,0.0
ZL2KA3PH,ST16000NM001G,90,0,0.0,25101.0,0.0,0.0,31.0,0.0,0.0
ZL2KA3PL,ST16000NM001G,90,0,0.0,25097.0,0.0,0.0,34.0,0.0,0.0
ZL2KA3PS,ST16000NM001G,90,0,0.0,26122.0,0.0,0.0,48.0,0.0,0.0
ZL2KA3QC,ST16000NM001G,90,0,0.0,26124.0,0.0,0.0,31.0,0.0,0.0
ZL2KA3QY,ST16000NM001G,90,0,0.0,26115.0,0.0,0.0,38.0,0.0,0.0
ZL2KA3R6,ST16000NM001G,90,0,0.0,25099.0,0.0,0.0,40.0,0.0,0.0
ZL2KA3RJ,ST16000NM001G,90,0,0.0,25095.0,0.0,0.0,38.0,0.0,0.0
ZL2KA3S4,ST16000NM001G,90,0,0.0,30770.0,0.0,0.0,30.0,0.0,0.0
ZL2KA3V8,ST16000NM001G,90,0,0.0,25100.0,0.0,0.0,43.0,0.0,0.0
ZL2KA3VQ,ST16000NM001G,90,0,0.0,30772.0,0.0,0.0,46.0,0.0,0.0
ZL2KA3WJ,ST16000NM001G,90,0,0.0,25108.0,0.0,0.0,36.0,0.0,0.0
ZL2KA3WP,ST16000NM001G,90,0,0.0,25094.0,0.0,0.0,33.0,0.0,0.0
ZL2KA3X6,ST16000NM001G,90,0,0.0,26115.0,0.0,8590065666.0,31.0,0.0,0.0
ZL2KA3XQ,ST16000NM001G,90,0,0.0,25099.0,0.0,0.0,29.0,0.0,0.0
ZL2KA3XT,ST16000NM001G,90,0,0.0,24522.0,0.0,0.0,42.0,0.0,0.0
ZL2KA3XV,ST16000NM001G,90,0,0.0,25099.0,0.0,0.0,44.0,0.0,0.0
ZL2KA3Y5,ST16000NM001G,90,0,0.0,25095.0,0.0,0.0,37.0,0.0,0.0
ZL2KA3YA,ST16000NM001G,90,0,0.0,25102.0,0.0,0.0,46.0,0.0,0.0
ZL2KA3YP,ST16000NM001G,90,0,0.0,25097.0,0.0,0.0,42.0,0.0,0.0
ZL2KA3YR,ST16000NM001G,90,0,0.0,25098.0,0.0,0.0,37.0,0.0,0.0
ZL2KA3Z3,ST16000NM001G,90,0,0.0,30765.0,0.0,0.0,36.0,0.0,0.0
ZL2KA40V,ST16000NM001G,90,0,0.0,26106.0,0.0,0.0,30.0,0.0,0.0
ZL2KA410,ST16000NM001G,90,0,0.0,26116.0,0.0,0.0,34.0,0.0,0.0
ZL2KA41G,ST16000NM001G,90,0,0.0,25095.0,0.0,0.0,40.0,0.0,0.0
ZL2KA41M,ST16000NM001G,90,0,0.0,25092.0,0.0,0.0,36.0,0.0,0.0
ZL2KA41P,ST16000NM001G,90,0,0.0,25096.0,0.0,0.0,37.0,0.0,0.0
ZL2KA41W,ST16000NM001G,90,0,0.0,30760.0,0.0,0.0,41.0,0.0,0.0
ZL2KA433,ST16000NM001G,90,0,0.0,26110.0,0.0,0.0,31.0,0.0,0.0
ZL2KA434,ST16000NM001G,90,0,0.0,30770.0,0.0,0.0,29.0,0.0,0.0
ZL2KA435,ST16000NM001G,90,0,0.0,30773.0,0.0,0.0,36.0,0.0,0.0
ZL2KA439,ST16000NM001G,90,0,0.0,26121.0,0.0,0.0,43.0,0.0,0.0
ZL2KA442,ST16000NM001G,90,0,0.0,25097.0,0.0,0.0,36.0,0.0,0.0
ZL2KA447,ST16000NM001G,90,0,0.0,25091.0,0.0,0.0,33.0,0.0,0.0
ZL2KA44E,ST16000NM001G,90,0,0.0,26104.0,0.0,0.0,39.0,0.0,0.0
ZL2KA44P,ST16000NM001G,90,0,0.0,25094.0,0.0,0.0,33.0,0.0,0.0
ZL2KA44Z,ST16000NM001G,90,0,0.0,25105.0,0.0,0.0,42.0,0.0,0.0
ZL2KA459,ST16000NM001G,90,0,0.0,30762.0,0.0,0.0,31.0,0.0,0.0
ZL2KA45J,ST16000NM001G,90,0,0.0,25103.0,0.0,0.0,37.0,0.0,0.0
ZL2KA461,ST16000NM001G,90,0,0.0,30764.0,0.0,0.0,31.0,0.0,0.0
ZL2KA462,ST16000NM001G,90,0,0.0,30774.0,0.0,0.0,36.0,0.0,0.0
ZL2KA46J,ST16000NM001G,90,0,0.0,25099.0,0.0,0.0,37.0,0.0,0.0
ZL2KA46N,ST16000NM001G,90,0,0.0,30953.0,0.0,0.0,34.0,0.0,0.0
ZL2KA470,ST16000NM001G,90,0,0.0,25107.0,0.0,0.0,35.0,0.0,0.0
ZL2KA47C,ST16000NM001G,90,0,0.0,28459.0,0.0,0.0,33.0,0.0,0.0
ZL2KA47E,ST16000NM001G,90,0,0.0,30768.0,0.0,0.0,29.0,0.0,0.0
ZL2KA482,ST16000NM001G,90,0,0.0,25112.0,0.0,0.0,39.0,0.0,0.0
ZL2KA48V,ST16000NM001G,90,0,0.0,30765.0,0.0,0.0,32.0,0.0,0.0
ZL2KA49F,ST16000NM001G,90,0,0.0,25101.0,0.0,0.0,40.0,0.0,0.0
ZL2KA49J,ST16000NM001G,90,0,0.0,25107.0,0.0,0.0,36.0,0.0,0.0
ZL2KA49Q,ST16000NM001G,90,0,0.0,27573.0,0.0,0.0,31.0,0.0,0.0
ZL2KA49R,ST16000NM001G,90,0,0.0,26124.0,0.0,0.0,45.0,0.0,0.0
ZL2KA4A3,ST16000NM001G,90,0,16.0,30772.0,0.0,0.0,42.0,0.0,0.0
ZL2KA4AB,ST16000NM001G,90,0,0.0,30769.0,0.0,0.0,30.0,0.0,0.0
ZL2KA4AC,ST16000NM001G,90,0,0.0,25100.0,0.0,0.0,42.0,0.0,0.0
ZL2KA4AM,ST16000NM001G,90,0,0.0,25113.0,0.0,0.0,45.0,0.0,0.0
ZL2KA4AR,ST16000NM001G,90,0,0.0,30770.0,0.0,0.0,41.0,0.0,0.0
ZL2KA4B1,ST16000NM001G,90,0,0.0,26118.0,0.0,0.0,30.0,0.0,0.0
ZL2KA4BM,ST16000NM001G,90,0,0.0,25095.0,0.0,0.0,37.0,0.0,0.0
ZL2KA4BY,ST16000NM001G,90,0,0.0,30770.0,0.0,0.0,29.0,0.0,0.0
ZL2KA4C5,ST16000NM001G,90,0,0.0,30763.0,0.0,0.0,37.0,0.0,0.0
ZL2KA4CB,ST16000NM001G,90,0,0.0,25092.0,0.0,0.0,37.0,0.0,0.0
ZL2KA4CH,ST16000NM001G,90,0,0.0,25090.0,0.0,0.0,34.0,0.0,0.0
ZL2KA4D0,ST16000NM001G,90,0,0.0,25092.0,0.0,0.0,41.0,0.0,0.0
ZL2KA4DY,ST16000NM001G,90,0,0.0,26115.0,0.0,0.0,36.0,0.0,0.0
ZL2KA4E5,ST16000NM001G,90,0,0.0,26121.0,0.0,0.0,37.0,0.0,0.0
ZL2KA4EK,ST16000NM001G,90,0,0.0,25112.0,0.0,0.0,41.0,0.0,0.0
ZL2KA4GD,ST16000NM001G,90,0,0.0,25091.0,0.0,0.0,37.0,0.0,0.0
ZL2KA4H6,ST16000NM001G,90,0,0.0,34659.0,0.0,0.0,39.0,0.0,0.0
ZL2KA4HH,ST16000NM001G,90,0,0.0,25106.0,0.0,0.0,40.0,0.0,0.0
ZL2KA4HX,ST16000NM001G,90,0,0.0,25094.0,0.0,0.0,33.0,0.0,0.0
ZL2KA4J4,ST16000NM001G,90,0,0.0,30769.0,0.0,0.0,31.0,0.0,0.0
ZL2KA4J5,ST16000NM001G,90,0,0.0,25106.0,0.0,0.0,42.0,0.0,0.0
ZL2KA4J9,ST16000NM001G,90,0,0.0,30772.0,0.0,0.0,39.0,0.0,0.0
ZL2KA4JB,ST16000NM001G,90,0,0.0,25105.0,0.0,0.0,38.0,0.0,0.0
ZL2KA4JL,ST16000NM001G,90,0,0.0,26124.0,0.0,0.0,37.0,0.0,0.0
ZL2KA4K4,ST16000NM001G,90,0,0.0,25105.0,0.0,0.0,30.0,0.0,0.0
ZL2KA4K6,ST16000NM001G,90,0,0.0,25619.0,0.0,0.0,42.0,0.0,0.0
ZL2KA4K8,ST16000NM001G,90,0,0.0,26118.0,0.0,0.0,36.0,0.0,0.0
ZL2KA4KA,ST16000NM001G,90,0,0.0,30767.0,0.0,0.0,41.0,0.0,0.0
ZL2KA4KD,ST16000NM001G,90,0,0.0,25092.0,0.0,0.0,41.0,0.0,0.0
ZL2KA4L5,ST16000NM001G,90,0,0.0,26118.0,0.0,0.0,34.0,0.0,0.0
ZL2KA4LE,ST16000NM001G,90,0,0.0,25102.0,0.0,0.0,32.0,0.0,0.0
ZL2KA4M3,ST16000NM001G,90,0,0.0,30769.0,0.0,0.0,41.0,0.0,0.0
ZL2KA4M7,ST16000NM001G,90,0,0.0,25113.0,0.0,0.0,42.0,0.0,0.0
ZL2KA4MG,ST16000NM001G,90,0,0.0,30766.0,0.0,0.0,37.0,0.0,0.0
ZL2KA4MK,ST16000NM001G,90,0,0.0,25347.0,0.0,0.0,39.0,0.0,0.0
ZL2KA4NE,ST16000NM001G,90,0,0.0,25110.0,0.0,0.0,36.0,0.0,0.0
ZL2KA4NH,ST16000NM001G,90,0,0.0,26112.0,0.0,0.0,30.0,0.0,0.0
ZL2KA4NS,ST16000NM001G,90,0,0.0,25096.0,0.0,0.0,34.0,0.0,0.0
ZL2KA4NW,ST16000NM001G,90,0,0.0,25094.0,0.0,0.0,28.0,0.0,0.0
ZL2KA4QS,ST16000NM001G,90,0,0.0,25098.0,0.0,0.0,37.0,0.0,0.0
ZL2KA4R9,ST16000NM001G,90,0,0.0,25093.0,0.0,0.0,41.0,0.0,0.0
ZL2KA4RQ,ST16000NM001G,90,0,0.0,25106.0,0.0,0.0,44.0,0.0,0.0
ZL2KA4RZ,ST16000NM001G,90,0,0.0,25105.0,0.0,0.0,29.0,0.0,0.0
ZL2KA4S8,ST16000NM001G,90,0,0.0,25099.0,0.0,0.0,41.0,0.0,0.0
ZL2KA4SD,ST16000NM001G,90,0,0.0,25107.0,0.0,0.0,48.0,0.0,0.0
ZL2KA4SK,ST16000NM001G,90,0,0.0,30762.0,0.0,0.0,30.0,0.0,0.0
ZL2KA4TP,ST16000NM001G,90,0,0.0,25091.0,0.0,0.0,35.0,0.0,0.0
ZL2KA4TS,ST16000NM001G,90,0,0.0,25106.0,0.0,0.0,31.0,0.0,0.0
ZL2KA4VA,ST16000NM001G,90,0,0.0,25103.0,0.0,0.0,38.0,0.0,0.0
ZL2KA4WD,ST16000NM001G,90,0,0.0,30763.0,0.0,0.0,29.0,0.0,0.0
ZL2KA4X6,ST16000NM001G,90,0,0.0,25093.0,0.0,0.0,35.0,0.0,0.0
ZL2KA4XB,ST16000NM001G,90,0,0.0,26120.0,0.0,0.0,40.0,0.0,0.0
ZL2KA4XD,ST16000NM001G,90,0,0.0,25100.0,0.0,0.0,41.0,0.0,0.0
ZL2KA4XJ,ST16000NM001G,90,0,0.0,25104.0,0.0,0.0,36.0,0.0,0.0
ZL2KA4XS,ST16000NM001G,90,0,0.0,25052.0,0.0,0.0,36.0,0.0,0.0
ZL2KA4YC,ST16000NM001G,90,0,0.0,25095.0,0.0,0.0,39.0,0.0,0.0
ZL2KA4YS,ST16000NM001G,90,0,0.0,25100.0,0.0,0.0,30.0,0.0,0.0
ZL2KA500,ST16000NM001G,90,0,0.0,25106.0,0.0,0.0,37.0,0.0,0.0
ZL2KA524,ST16000NM001G,90,0,0.0,25090.0,0.0,0.0,50.0,0.0,0.0
ZL2KA52C,ST16000NM001G,90,0,0.0,25104.0,0.0,0.0,43.0,0.0,0.0
ZL2KA546,ST16000NM001G,90,0,0.0,25109.0,0.0,0.0,31.0,0.0,0.0
ZL2KA54P,ST16000NM001G,90,0,0.0,26122.0,0.0,0.0,37.0,0.0,0.0
ZL2KA54Q,ST16000NM001G,90,0,0.0,30763.0,0.0,0.0,38.0,0.0,0.0
ZL2KA552,ST16000NM001G,90,0,0.0,30770.0,0.0,0.0,36.0,0.0,0.0
ZL2KA55Y,ST16000NM001G,90,0,0.0,25094.0,0.0,0.0,42.0,0.0,0.0
ZL2KA56S,ST16000NM001G,90,0,0.0,25101.0,0.0,0.0,31.0,0.0,0.0
ZL2KA588,ST16000NM001G,90,0,0.0,25097.0,0.0,0.0,32.0,0.0,0.0
ZL2KA5A0,ST16000NM001G,90,0,0.0,25094.0,0.0,0.0,42.0,0.0,0.0
ZL2KA5BL,ST16000NM001G,90,0,0.0,25107.0,0.0,0.0,37.0,0.0,0.0
ZL2KA5BZ,ST16000NM001G,90,0,0.0,25097.0,0.0,0.0,39.0,0.0,0.0
ZL2KA5JC,ST16000NM001G,90,0,0.0,25101.0,0.0,0.0,44.0,0.0,0.0
ZL2KA5MV,ST16000NM001G,90,0,0.0,25097.0,0.0,0.0,30.0,0.0,0.0
ZL2KA5R8,ST16000NM001G,90,0,0.0,26112.0,0.0,0.0,31.0,0.0,0.0
ZL2KA5WS,ST16000NM001G,90,0,0.0,25348.0,0.0,0.0,40.0,0.0,0.0
ZL2KA5ZM,ST16000NM001G,90,0,0.0,25104.0,0.0,0.0,32.0,0.0,0.0
ZL2KA639,ST16000NM001G,90,0,0.0,30773.0,0.0,0.0,35.0,0.0,0.0
ZL2KA64K,ST16000NM001G,90,0,0.0,26114.0,0.0,0.0,30.0,0.0,0.0
ZL2KA68M,ST16000NM001G,90,0,0.0,30773.0,0.0,0.0,35.0,0.0,0.0
ZL2KA6AF,ST16000NM001G,90,0,0.0,30769.0,0.0,0.0,36.0,0.0,0.0
ZL2KA6BD,ST16000NM001G,90,0,0.0,30966.0,0.0,0.0,29.0,0.0,0.0
ZL2KA6BH,ST16000NM001G,90,0,0.0,30760.0,0.0,0.0,37.0,0.0,0.0
ZL2KA6CR,ST16000NM001G,90,0,0.0,25349.0,0.0,0.0,40.0,0.0,0.0
ZL2KA6FJ,ST16000NM001G,90,0,0.0,30960.0,0.0,0.0,37.0,0.0,0.0
ZL2KA6KM,ST16000NM001G,90,0,0.0,25094.0,0.0,0.0,33.0,0.0,0.0
ZL2KA6LA,ST16000NM001G,90,0,0.0,30770.0,0.0,0.0,36.0,0.0,0.0
ZL2KA6LR,ST16000NM001G,90,0,0.0,30771.0,0.0,0.0,39.0,0.0,0.0
ZL2KA6YX,ST16000NM001G,90,0,0.0,25093.0,0.0,0.0,36.0,0.0,0.0
ZL2KA6ZB,ST16000NM001G,90,0,0.0,26116.0,0.0,0.0,40.0,0.0,0.0
ZL2KA75J,ST16000NM001G,90,0,0.0,26116.0,0.0,0.0,39.0,0.0,0.0
ZL2KA79G,ST16000NM001G,90,0,0.0,26103.0,0.0,0.0,38.0,0.0,0.0
ZL2KA79K,ST16000NM001G,90,0,0.0,25101.0,0.0,0.0,30.0,0.0,0.0
ZL2KA7AV,ST16000NM001G,90,0,0.0,25102.0,0.0,0.0,34.0,0.0,0.0
ZL2KA7GA,ST16000NM001G,90,0,0.0,26120.0,0.0,0.0,41.0,0.0,0.0
ZL2KA7RG,ST16000NM001G,90,0,0.0,30764.0,0.0,0.0,47.0,0.0,0.0
ZL2KA7SH,ST16000NM001G,90,0,0.0,25107.0,0.0,0.0,31.0,0.0,0.0
ZL2KA7WP,ST16000NM001G,90,0,0.0,26114.0,0.0,0.0,31.0,0.0,0.0
ZL2KA7ZW,ST16000NM001G,90,0,0.0,30765.0,0.0,0.0,46.0,0.0,0.0
ZL2KA824,ST16000NM001G,90,0,0.0,26118.0,0.0,0.0,31.0,0.0,0.0
ZL2KA830,ST16000NM001G,90,0,0.0,26114.0,0.0,0.0,29.0,0.0,0.0
ZL2KA83V,ST16000NM001G,90,0,0.0,30763.0,0.0,0.0,36.0,0.0,0.0
ZL2KA86G,ST16000NM001G,90,0,0.0,30767.0,0.0,0.0,33.0,0.0,0.0
ZL2KA879,ST16000NM001G,90,0,0.0,25101.0,0.0,0.0,35.0,0.0,0.0
ZL2KA8BH,ST16000NM001G,90,0,0.0,25102.0,0.0,0.0,39.0,0.0,0.0
ZL2KA8CJ,ST16000NM001G,90,0,0.0,30774.0,0.0,0.0,33.0,0.0,0.0
ZL2KA8EX,ST16000NM001G,90,0,0.0,30760.0,0.0,0.0,31.0,0.0,0.0
ZL2KA8G2,ST16000NM001G,90,0,0.0,26117.0,0.0,0.0,38.0,0.0,0.0
ZL2KA8GA,ST16000NM001G,90,0,0.0,30764.0,0.0,0.0,34.0,0.0,0.0
ZL2KA8GX,ST16000NM001G,90,0,0.0,30763.0,0.0,0.0,30.0,0.0,0.0
ZL2KA8J8,ST16000NM001G,90,0,0.0,30768.0,0.0,0.0,42.0,0.0,0.0
ZL2KA8KJ,ST16000NM001G,90,0,0.0,26110.0,0.0,0.0,44.0,0.0,0.0
ZL2KA8Y6,ST16000NM001G,90,0,0.0,25095.0,0.0,0.0,36.0,0.0,0.0
